Date,Location,Team,Opponent,Singles,Doubles,Triples,Home Runs,Total Bases
2023-09-02,Oakland Coliseum,Oakland Athletics,Los Angeles Angels,3,1,0,1,9
2023-09-02,Oakland Coliseum,Los Angeles Angels,Oakland Athletics,6,0,0,0,6
2023-09-02,Progressive Field,Cleveland Guardians,Tampa Bay Rays,11,1,0,1,17
2023-09-02,Progressive Field,Tampa Bay Rays,Cleveland Guardians,7,0,0,3,19
2023-09-02,Great American Ball Park,Cincinnati Reds,Chicago Cubs,6,3,0,0,12
2023-09-02,Great American Ball Park,Chicago Cubs,Cincinnati Reds,4,0,0,1,8
2023-09-02,Kauffman Stadium,Kansas City Royals,Boston Red Sox,5,5,0,1,19
2023-09-02,Kauffman Stadium,Boston Red Sox,Kansas City Royals,6,5,1,1,23
2023-09-02,Citi Field,New York Mets,Seattle Mariners,7,2,1,3,26
2023-09-02,Citi Field,Seattle Mariners,New York Mets,6,0,1,3,21
2023-09-02,Guaranteed Rate Field,Chicago White Sox,Detroit Tigers,4,0,0,0,4
2023-09-02,Guaranteed Rate Field,Detroit Tigers,Chicago White Sox,13,4,0,1,25
2023-09-02,Minute Maid Park,Houston Astros,New York Yankees,7,0,0,2,15
2023-09-02,Minute Maid Park,New York Yankees,Houston Astros,5,2,0,1,13
2023-09-02,Busch Stadium,St. Louis Cardinals,Pittsburgh Pirates,5,0,0,3,17
2023-09-02,Busch Stadium,Pittsburgh Pirates,St. Louis Cardinals,8,1,1,1,17
2023-09-02,Globe Life Field,Texas Rangers,Minnesota Twins,5,2,0,2,17
2023-09-02,Globe Life Field,Minnesota Twins,Texas Rangers,11,1,0,1,17
2023-09-02,American Family Field,Milwaukee Brewers,Philadelphia Phillies,7,4,0,1,19
2023-09-02,American Family Field,Philadelphia Phillies,Milwaukee Brewers,3,1,0,3,17
2023-09-02,Chase Field,Arizona Diamondbacks,Baltimore Orioles,3,1,0,1,9
2023-09-02,Chase Field,Baltimore Orioles,Arizona Diamondbacks,5,4,0,2,21
2023-09-02,Coors Field,Colorado Rockies,Toronto Blue Jays,8,2,1,0,15
2023-09-02,Coors Field,Toronto Blue Jays,Colorado Rockies,8,1,1,1,17
2023-09-02,Petco Park,San Diego Padres,San Francisco Giants,2,0,0,4,18
2023-09-02,Petco Park,San Francisco Giants,San Diego Padres,4,1,0,0,6
2023-09-02,Dodger Stadium,Los Angeles Dodgers,Atlanta Braves,4,2,0,0,8
2023-09-02,Dodger Stadium,Atlanta Braves,Los Angeles Dodgers,3,0,0,2,11
2023-09-03,Great American Ball Park,Cincinnati Reds,Chicago Cubs,5,3,0,3,23
2023-09-03,Great American Ball Park,Chicago Cubs,Cincinnati Reds,10,6,0,2,30
2023-09-03,American Family Field,Milwaukee Brewers,Philadelphia Phillies,5,0,0,2,13
2023-09-03,American Family Field,Philadelphia Phillies,Milwaukee Brewers,2,2,0,2,14
2023-09-03,Nationals Park,Washington Nationals,Miami Marlins,8,1,0,1,14
2023-09-03,Nationals Park,Miami Marlins,Washington Nationals,7,2,0,1,15
2023-09-03,Citi Field,New York Mets,Seattle Mariners,7,0,0,3,19
2023-09-03,Citi Field,Seattle Mariners,New York Mets,4,0,0,2,12
2023-09-03,Kauffman Stadium,Kansas City Royals,Boston Red Sox,7,1,0,0,9
2023-09-03,Kauffman Stadium,Boston Red Sox,Kansas City Royals,3,3,0,2,17
2023-09-03,Guaranteed Rate Field,Chicago White Sox,Detroit Tigers,4,2,0,0,8
2023-09-03,Guaranteed Rate Field,Detroit Tigers,Chicago White Sox,3,1,0,1,9
2023-09-03,Busch Stadium,St. Louis Cardinals,Pittsburgh Pirates,6,1,0,1,12
2023-09-03,Busch Stadium,Pittsburgh Pirates,St. Louis Cardinals,6,1,0,1,12
2023-09-03,Globe Life Field,Texas Rangers,Minnesota Twins,6,4,0,3,26
2023-09-03,Globe Life Field,Minnesota Twins,Texas Rangers,9,1,0,1,15
2023-09-03,Coors Field,Colorado Rockies,Toronto Blue Jays,4,5,0,0,14
2023-09-03,Coors Field,Toronto Blue Jays,Colorado Rockies,9,1,0,2,19
2023-09-03,Oakland Coliseum,Oakland Athletics,Los Angeles Angels,6,1,1,2,19
2023-09-03,Oakland Coliseum,Los Angeles Angels,Oakland Athletics,5,2,0,2,17
2023-09-03,Chase Field,Arizona Diamondbacks,Baltimore Orioles,5,1,0,3,19
2023-09-03,Chase Field,Baltimore Orioles,Arizona Diamondbacks,11,3,0,0,17
2023-09-03,Petco Park,San Diego Padres,San Francisco Giants,6,2,0,2,18
2023-09-03,Petco Park,San Francisco Giants,San Diego Padres,3,1,0,0,5
2023-09-03,Progressive Field,Cleveland Guardians,Tampa Bay Rays,5,0,0,0,5
2023-09-03,Progressive Field,Tampa Bay Rays,Cleveland Guardians,12,0,0,1,16
2023-09-03,Dodger Stadium,Los Angeles Dodgers,Atlanta Braves,8,3,0,0,14
2023-09-03,Dodger Stadium,Atlanta Braves,Los Angeles Dodgers,2,2,0,1,10
2023-09-03,Minute Maid Park,Houston Astros,New York Yankees,7,0,0,0,7
2023-09-03,Minute Maid Park,New York Yankees,Houston Astros,3,3,0,2,17
2023-09-04,Kauffman Stadium,Kansas City Royals,Chicago White Sox,10,3,0,3,28
2023-09-04,Kauffman Stadium,Chicago White Sox,Kansas City Royals,2,1,0,0,4
2023-09-04,Wrigley Field,Chicago Cubs,San Francisco Giants,2,3,0,1,12
2023-09-04,Wrigley Field,San Francisco Giants,Chicago Cubs,2,0,0,0,2
2023-09-04,Globe Life Field,Texas Rangers,Houston Astros,4,1,0,4,22
2023-09-04,Globe Life Field,Houston Astros,Texas Rangers,9,2,0,5,33
2023-09-04,Oakland Coliseum,Oakland Athletics,Toronto Blue Jays,4,0,0,4,20
2023-09-04,Oakland Coliseum,Toronto Blue Jays,Oakland Athletics,5,3,0,0,11
2023-09-04,Chase Field,Arizona Diamondbacks,Colorado Rockies,3,2,1,0,10
2023-09-04,Chase Field,Colorado Rockies,Arizona Diamondbacks,4,1,0,0,6
2023-09-04,Great American Ball Park,Cincinnati Reds,Seattle Mariners,5,2,0,1,13
2023-09-04,Great American Ball Park,Seattle Mariners,Cincinnati Reds,6,1,0,2,16
2023-09-04,Tropicana Field,Tampa Bay Rays,Boston Red Sox,3,2,0,0,7
2023-09-04,Tropicana Field,Boston Red Sox,Tampa Bay Rays,3,2,0,2,15
2023-09-04,Progressive Field,Cleveland Guardians,Minnesota Twins,9,1,2,1,21
2023-09-04,Progressive Field,Minnesota Twins,Cleveland Guardians,12,2,0,6,40
2023-09-04,PNC Park,Pittsburgh Pirates,Milwaukee Brewers,2,4,1,2,21
2023-09-04,PNC Park,Milwaukee Brewers,Pittsburgh Pirates,5,1,0,0,7
2023-09-04,Petco Park,San Diego Padres,Philadelphia Phillies,7,2,0,1,15
2023-09-04,Petco Park,Philadelphia Phillies,San Diego Padres,7,5,1,3,32
2023-09-04,Angel Stadium,Los Angeles Angels,Baltimore Orioles,5,1,0,2,15
2023-09-04,Angel Stadium,Baltimore Orioles,Los Angeles Angels,6,3,0,1,16
2023-09-05,Progressive Field,Cleveland Guardians,Minnesota Twins,5,1,0,1,11
2023-09-05,Progressive Field,Minnesota Twins,Cleveland Guardians,5,4,1,1,20
2023-09-05,PNC Park,Pittsburgh Pirates,Milwaukee Brewers,7,0,0,1,11
2023-09-05,PNC Park,Milwaukee Brewers,Pittsburgh Pirates,3,2,2,0,13
2023-09-05,Great American Ball Park,Cincinnati Reds,Seattle Mariners,8,2,0,3,24
2023-09-05,Great American Ball Park,Seattle Mariners,Cincinnati Reds,4,2,0,3,20
2023-09-05,Tropicana Field,Tampa Bay Rays,Boston Red Sox,2,1,1,2,15
2023-09-05,Tropicana Field,Boston Red Sox,Tampa Bay Rays,9,1,0,1,15
2023-09-05,loanDepot park,Miami Marlins,Los Angeles Dodgers,4,0,0,4,20
2023-09-05,loanDepot park,Los Angeles Dodgers,Miami Marlins,6,0,0,1,10
2023-09-05,Nationals Park,Washington Nationals,New York Mets,6,1,0,0,8
2023-09-05,Nationals Park,New York Mets,Washington Nationals,4,1,1,5,29
2023-09-05,Yankee Stadium,New York Yankees,Detroit Tigers,2,2,0,2,14
2023-09-05,Yankee Stadium,Detroit Tigers,New York Yankees,8,0,1,0,11
2023-09-05,Truist Park,Atlanta Braves,St. Louis Cardinals,5,2,0,4,25
2023-09-05,Truist Park,St. Louis Cardinals,Atlanta Braves,6,2,0,4,26
2023-09-05,Wrigley Field,Chicago Cubs,San Francisco Giants,10,3,0,2,24
2023-09-05,Wrigley Field,San Francisco Giants,Chicago Cubs,4,4,0,4,28
2023-09-05,Kauffman Stadium,Kansas City Royals,Chicago White Sox,4,2,1,3,23
2023-09-05,Kauffman Stadium,Chicago White Sox,Kansas City Royals,10,0,0,3,22
2023-09-05,Globe Life Field,Texas Rangers,Houston Astros,7,1,0,0,9
2023-09-05,Globe Life Field,Houston Astros,Texas Rangers,12,2,0,6,40
2023-09-05,Angel Stadium,Los Angeles Angels,Baltimore Orioles,8,3,1,0,17
2023-09-05,Angel Stadium,Baltimore Orioles,Los Angeles Angels,9,4,0,0,17
2023-09-05,Chase Field,Arizona Diamondbacks,Colorado Rockies,3,2,1,0,10
2023-09-05,Chase Field,Colorado Rockies,Arizona Diamondbacks,5,1,1,0,10
2023-09-05,Oakland Coliseum,Oakland Athletics,Toronto Blue Jays,5,2,0,0,9
2023-09-05,Oakland Coliseum,Toronto Blue Jays,Oakland Athletics,5,5,0,0,15
2023-09-05,Petco Park,San Diego Padres,Philadelphia Phillies,7,2,0,1,15
2023-09-05,Petco Park,Philadelphia Phillies,San Diego Padres,3,0,0,0,3
2023-09-06,PNC Park,Pittsburgh Pirates,Milwaukee Brewers,5,1,1,1,14
2023-09-06,PNC Park,Milwaukee Brewers,Pittsburgh Pirates,6,1,0,1,12
2023-09-06,Progressive Field,Cleveland Guardians,Minnesota Twins,3,2,0,0,7
2023-09-06,Progressive Field,Minnesota Twins,Cleveland Guardians,2,0,0,0,2
2023-09-06,Wrigley Field,Chicago Cubs,San Francisco Giants,5,4,0,2,21
2023-09-06,Wrigley Field,San Francisco Giants,Chicago Cubs,6,4,0,0,14
2023-09-06,Oakland Coliseum,Oakland Athletics,Toronto Blue Jays,5,1,0,2,15
2023-09-06,Oakland Coliseum,Toronto Blue Jays,Oakland Athletics,4,1,0,1,10
2023-09-06,Chase Field,Arizona Diamondbacks,Colorado Rockies,7,4,0,2,23
2023-09-06,Chase Field,Colorado Rockies,Arizona Diamondbacks,4,1,1,0,9
2023-09-06,Petco Park,San Diego Padres,Philadelphia Phillies,2,1,0,0,4
2023-09-06,Petco Park,Philadelphia Phillies,San Diego Padres,8,2,0,2,20
2023-09-06,Great American Ball Park,Cincinnati Reds,Seattle Mariners,6,2,1,1,17
2023-09-06,Great American Ball Park,Seattle Mariners,Cincinnati Reds,6,2,0,3,22
2023-09-06,Tropicana Field,Tampa Bay Rays,Boston Red Sox,5,1,0,2,15
2023-09-06,Tropicana Field,Boston Red Sox,Tampa Bay Rays,2,2,1,0,9
2023-09-06,loanDepot park,Miami Marlins,Los Angeles Dodgers,5,5,0,3,27
2023-09-06,loanDepot park,Los Angeles Dodgers,Miami Marlins,3,1,0,2,13
2023-09-06,Nationals Park,Washington Nationals,New York Mets,8,1,0,0,10
2023-09-06,Nationals Park,New York Mets,Washington Nationals,6,2,0,0,10
2023-09-06,Yankee Stadium,New York Yankees,Detroit Tigers,8,2,0,1,16
2023-09-06,Yankee Stadium,Detroit Tigers,New York Yankees,5,1,0,0,7
2023-09-06,Truist Park,Atlanta Braves,St. Louis Cardinals,6,2,0,2,18
2023-09-06,Truist Park,St. Louis Cardinals,Atlanta Braves,8,2,0,4,28
2023-09-06,Kauffman Stadium,Kansas City Royals,Chicago White Sox,2,0,0,2,10
2023-09-06,Kauffman Stadium,Chicago White Sox,Kansas City Royals,7,4,0,3,27
2023-09-06,Globe Life Field,Texas Rangers,Houston Astros,3,0,0,2,11
2023-09-06,Globe Life Field,Houston Astros,Texas Rangers,6,3,0,5,32
2023-09-06,Angel Stadium,Los Angeles Angels,Baltimore Orioles,4,1,1,1,13
2023-09-06,Angel Stadium,Baltimore Orioles,Los Angeles Angels,9,1,0,2,19
2023-09-07,Tropicana Field,Tampa Bay Rays,Seattle Mariners,3,1,0,0,5
2023-09-07,Tropicana Field,Seattle Mariners,Tampa Bay Rays,4,1,0,0,6
2023-09-07,loanDepot park,Miami Marlins,Los Angeles Dodgers,2,0,0,0,2
2023-09-07,loanDepot park,Los Angeles Dodgers,Miami Marlins,11,3,1,1,24
2023-09-07,Yankee Stadium,New York Yankees,Detroit Tigers,4,1,0,1,10
2023-09-07,Yankee Stadium,Detroit Tigers,New York Yankees,8,3,0,3,26
2023-09-07,Truist Park,Atlanta Braves,St. Louis Cardinals,4,1,0,5,26
2023-09-07,Truist Park,St. Louis Cardinals,Atlanta Braves,7,1,0,0,9
2023-09-07,Wrigley Field,Chicago Cubs,Arizona Diamondbacks,3,1,1,0,8
2023-09-07,Wrigley Field,Arizona Diamondbacks,Chicago Cubs,7,0,0,3,19
2023-09-07,Angel Stadium,Los Angeles Angels,Cleveland Guardians,8,1,0,0,10
2023-09-07,Angel Stadium,Cleveland Guardians,Los Angeles Angels,7,2,0,0,11
2023-09-08,Wrigley Field,Chicago Cubs,Arizona Diamondbacks,3,0,0,0,3
2023-09-08,Wrigley Field,Arizona Diamondbacks,Chicago Cubs,4,0,0,0,4
2023-09-08,Great American Ball Park,Cincinnati Reds,St. Louis Cardinals,8,0,0,2,16
2023-09-08,Great American Ball Park,St. Louis Cardinals,Cincinnati Reds,5,3,0,1,15
2023-09-08,Tropicana Field,Tampa Bay Rays,Seattle Mariners,2,2,1,3,21
2023-09-08,Tropicana Field,Seattle Mariners,Tampa Bay Rays,1,3,0,3,19
2023-09-08,Comerica Park,Detroit Tigers,Chicago White Sox,2,1,0,0,4
2023-09-08,Comerica Park,Chicago White Sox,Detroit Tigers,4,3,0,1,14
2023-09-08,Nationals Park,Washington Nationals,Los Angeles Dodgers,3,1,0,2,13
2023-09-08,Nationals Park,Los Angeles Dodgers,Washington Nationals,5,2,0,3,21
2023-09-08,Citizens Bank Park,Philadelphia Phillies,Miami Marlins,4,0,0,1,8
2023-09-08,Citizens Bank Park,Miami Marlins,Philadelphia Phillies,4,1,0,2,14
2023-09-08,Yankee Stadium,New York Yankees,Milwaukee Brewers,1,1,0,1,7
2023-09-08,Yankee Stadium,Milwaukee Brewers,New York Yankees,12,3,0,1,22
2023-09-08,Rogers Centre,Toronto Blue Jays,Kansas City Royals,4,4,1,0,15
2023-09-08,Rogers Centre,Kansas City Royals,Toronto Blue Jays,6,1,1,1,15
2023-09-08,Fenway Park,Boston Red Sox,Baltimore Orioles,1,2,0,1,9
2023-09-08,Fenway Park,Baltimore Orioles,Boston Red Sox,9,2,1,2,24
2023-09-08,Truist Park,Atlanta Braves,Pittsburgh Pirates,9,1,0,2,19
2023-09-08,Truist Park,Pittsburgh Pirates,Atlanta Braves,3,2,0,1,11
2023-09-08,Globe Life Field,Texas Rangers,Oakland Athletics,7,1,0,1,13
2023-09-08,Globe Life Field,Oakland Athletics,Texas Rangers,4,4,0,2,20
2023-09-08,Minute Maid Park,Houston Astros,San Diego Padres,3,3,0,0,9
2023-09-08,Minute Maid Park,San Diego Padres,Houston Astros,6,2,0,2,18
2023-09-08,Target Field,Minnesota Twins,New York Mets,4,3,0,1,14
2023-09-08,Target Field,New York Mets,Minnesota Twins,2,2,0,0,6
2023-09-08,Angel Stadium,Los Angeles Angels,Cleveland Guardians,3,1,0,1,9
2023-09-08,Angel Stadium,Cleveland Guardians,Los Angeles Angels,11,2,0,0,15
2023-09-08,Oracle Park,San Francisco Giants,Colorado Rockies,7,2,0,4,27
2023-09-08,Oracle Park,Colorado Rockies,San Francisco Giants,7,1,1,2,20
2023-09-09,Yankee Stadium,New York Yankees,Milwaukee Brewers,4,0,0,0,4
2023-09-09,Yankee Stadium,Milwaukee Brewers,New York Yankees,9,0,1,1,16
2023-09-09,Target Field,Minnesota Twins,New York Mets,8,3,1,1,21
2023-09-09,Target Field,New York Mets,Minnesota Twins,4,0,0,3,16
2023-09-09,Wrigley Field,Chicago Cubs,Arizona Diamondbacks,7,1,0,0,9
2023-09-09,Wrigley Field,Arizona Diamondbacks,Chicago Cubs,7,1,0,0,9
2023-09-09,Rogers Centre,Toronto Blue Jays,Kansas City Royals,4,2,0,2,16
2023-09-09,Rogers Centre,Kansas City Royals,Toronto Blue Jays,0,1,0,1,6
2023-09-09,Nationals Park,Washington Nationals,Los Angeles Dodgers,6,0,1,1,13
2023-09-09,Nationals Park,Los Angeles Dodgers,Washington Nationals,6,2,0,1,14
2023-09-09,Tropicana Field,Tampa Bay Rays,Seattle Mariners,2,4,0,1,14
2023-09-09,Tropicana Field,Seattle Mariners,Tampa Bay Rays,4,1,0,1,10
2023-09-09,Fenway Park,Boston Red Sox,Baltimore Orioles,18,4,0,1,30
2023-09-09,Fenway Park,Baltimore Orioles,Boston Red Sox,5,4,0,5,33
2023-09-09,Citizens Bank Park,Philadelphia Phillies,Miami Marlins,4,2,0,1,12
2023-09-09,Citizens Bank Park,Miami Marlins,Philadelphia Phillies,5,4,0,1,17
2023-09-09,Comerica Park,Detroit Tigers,Chicago White Sox,5,0,0,1,9
2023-09-09,Comerica Park,Chicago White Sox,Detroit Tigers,3,1,0,0,5
2023-09-09,Great American Ball Park,Cincinnati Reds,St. Louis Cardinals,4,2,0,0,8
2023-09-09,Great American Ball Park,St. Louis Cardinals,Cincinnati Reds,6,1,0,1,12
2023-09-09,Globe Life Field,Texas Rangers,Oakland Athletics,5,0,0,0,5
2023-09-09,Globe Life Field,Oakland Athletics,Texas Rangers,5,1,0,1,11
2023-09-09,Minute Maid Park,Houston Astros,San Diego Padres,7,3,0,1,17
2023-09-09,Minute Maid Park,San Diego Padres,Houston Astros,5,3,0,1,15
2023-09-09,Truist Park,Atlanta Braves,Pittsburgh Pirates,11,0,0,1,15
2023-09-09,Truist Park,Pittsburgh Pirates,Atlanta Braves,9,3,0,2,23
2023-09-09,Oracle Park,San Francisco Giants,Colorado Rockies,9,3,0,1,19
2023-09-09,Oracle Park,Colorado Rockies,San Francisco Giants,6,1,0,0,8
2023-09-09,Angel Stadium,Los Angeles Angels,Cleveland Guardians,2,0,0,4,18
2023-09-09,Angel Stadium,Cleveland Guardians,Los Angeles Angels,2,0,0,2,10
2023-09-10,Citizens Bank Park,Philadelphia Phillies,Miami Marlins,4,2,0,2,16
2023-09-10,Citizens Bank Park,Miami Marlins,Philadelphia Phillies,2,2,0,1,10
2023-09-10,Tropicana Field,Tampa Bay Rays,Seattle Mariners,6,5,0,0,16
2023-09-10,Tropicana Field,Seattle Mariners,Tampa Bay Rays,7,2,0,0,11
2023-09-10,Comerica Park,Detroit Tigers,Chicago White Sox,7,2,0,0,11
2023-09-10,Comerica Park,Chicago White Sox,Detroit Tigers,2,2,1,0,9
2023-09-10,Fenway Park,Boston Red Sox,Baltimore Orioles,4,2,1,1,15
2023-09-10,Fenway Park,Baltimore Orioles,Boston Red Sox,5,1,1,0,10
2023-09-10,Nationals Park,Washington Nationals,Los Angeles Dodgers,9,0,0,0,9
2023-09-10,Nationals Park,Los Angeles Dodgers,Washington Nationals,11,2,0,1,19
2023-09-10,Truist Park,Atlanta Braves,Pittsburgh Pirates,7,0,0,0,7
2023-09-10,Truist Park,Pittsburgh Pirates,Atlanta Braves,4,2,1,0,11
2023-09-10,Yankee Stadium,New York Yankees,Milwaukee Brewers,0,2,0,1,8
2023-09-10,Yankee Stadium,Milwaukee Brewers,New York Yankees,4,2,0,0,8
2023-09-10,Rogers Centre,Toronto Blue Jays,Kansas City Royals,5,0,0,1,9
2023-09-10,Rogers Centre,Kansas City Royals,Toronto Blue Jays,5,2,1,0,12
2023-09-10,Great American Ball Park,Cincinnati Reds,St. Louis Cardinals,3,1,2,4,27
2023-09-10,Great American Ball Park,St. Louis Cardinals,Cincinnati Reds,1,0,0,0,1
2023-09-10,Minute Maid Park,Houston Astros,San Diego Padres,7,1,2,1,19
2023-09-10,Minute Maid Park,San Diego Padres,Houston Astros,5,0,0,2,13
2023-09-10,Target Field,Minnesota Twins,New York Mets,2,1,1,0,7
2023-09-10,Target Field,New York Mets,Minnesota Twins,2,2,0,0,6
2023-09-10,Wrigley Field,Chicago Cubs,Arizona Diamondbacks,4,1,1,3,21
2023-09-10,Wrigley Field,Arizona Diamondbacks,Chicago Cubs,7,2,0,0,11
2023-09-10,Globe Life Field,Texas Rangers,Oakland Athletics,4,4,1,3,27
2023-09-10,Globe Life Field,Oakland Athletics,Texas Rangers,6,2,0,1,14
2023-09-10,Angel Stadium,Los Angeles Angels,Cleveland Guardians,2,1,0,0,4
2023-09-10,Angel Stadium,Cleveland Guardians,Los Angeles Angels,4,3,0,1,14
2023-09-10,Oracle Park,San Francisco Giants,Colorado Rockies,5,2,1,3,24
2023-09-10,Oracle Park,Colorado Rockies,San Francisco Giants,3,2,1,0,10
2023-09-11,Citizens Bank Park,Philadelphia Phillies,Atlanta Braves,4,2,0,2,16
2023-09-11,Citizens Bank Park,Atlanta Braves,Philadelphia Phillies,3,5,1,2,24
2023-09-11,Citizens Bank Park,Philadelphia Phillies,Atlanta Braves,4,2,1,1,15
2023-09-11,Citizens Bank Park,Atlanta Braves,Philadelphia Phillies,3,1,0,3,17
2023-09-11,PNC Park,Pittsburgh Pirates,Washington Nationals,5,2,0,0,9
2023-09-11,PNC Park,Washington Nationals,Pittsburgh Pirates,4,2,0,3,20
2023-09-11,Oriole Park at Camden Yards,Baltimore Orioles,St. Louis Cardinals,9,2,0,2,21
2023-09-11,Oriole Park at Camden Yards,St. Louis Cardinals,Baltimore Orioles,11,1,0,0,13
2023-09-11,Rogers Centre,Toronto Blue Jays,Texas Rangers,5,1,0,1,11
2023-09-11,Rogers Centre,Texas Rangers,Toronto Blue Jays,7,2,0,2,19
2023-09-11,Citi Field,New York Mets,Arizona Diamondbacks,3,2,0,1,11
2023-09-11,Citi Field,Arizona Diamondbacks,New York Mets,7,2,0,1,15
2023-09-11,Target Field,Minnesota Twins,Tampa Bay Rays,4,0,0,2,12
2023-09-11,Target Field,Tampa Bay Rays,Minnesota Twins,9,2,0,2,21
2023-09-11,American Family Field,Milwaukee Brewers,Miami Marlins,11,4,1,1,26
2023-09-11,American Family Field,Miami Marlins,Milwaukee Brewers,6,0,0,0,6
2023-09-11,Minute Maid Park,Houston Astros,Oakland Athletics,3,0,0,0,3
2023-09-11,Minute Maid Park,Oakland Athletics,Houston Astros,3,1,0,3,17
2023-09-11,Coors Field,Colorado Rockies,Chicago Cubs,5,2,0,0,9
2023-09-11,Coors Field,Chicago Cubs,Colorado Rockies,9,2,0,1,17
2023-09-11,T-Mobile Park,Seattle Mariners,Los Angeles Angels,7,1,0,2,17
2023-09-11,T-Mobile Park,Los Angeles Angels,Seattle Mariners,8,1,0,3,22
2023-09-11,Oracle Park,San Francisco Giants,Cleveland Guardians,10,1,0,1,16
2023-09-11,Oracle Park,Cleveland Guardians,San Francisco Giants,7,1,0,1,13
2023-09-11,Dodger Stadium,Los Angeles Dodgers,San Diego Padres,5,2,0,2,17
2023-09-11,Dodger Stadium,San Diego Padres,Los Angeles Dodgers,6,3,0,4,28
2023-09-12,Fenway Park,Boston Red Sox,New York Yankees,5,1,0,1,11
2023-09-12,Fenway Park,New York Yankees,Boston Red Sox,4,1,0,0,6
2023-09-12,Guaranteed Rate Field,Chicago White Sox,Kansas City Royals,6,3,0,1,16
2023-09-12,Guaranteed Rate Field,Kansas City Royals,Chicago White Sox,9,2,0,1,17
2023-09-12,Fenway Park,Boston Red Sox,New York Yankees,5,1,0,1,11
2023-09-12,Fenway Park,New York Yankees,Boston Red Sox,4,1,0,0,6
2023-09-12,Fenway Park,Boston Red Sox,New York Yankees,3,2,0,1,11
2023-09-12,Fenway Park,New York Yankees,Boston Red Sox,8,1,0,0,10
2023-09-12,Guaranteed Rate Field,Chicago White Sox,Kansas City Royals,8,1,0,0,10
2023-09-12,Guaranteed Rate Field,Kansas City Royals,Chicago White Sox,6,1,0,0,8
2023-09-12,Guaranteed Rate Field,Chicago White Sox,Kansas City Royals,6,3,0,1,16
2023-09-12,Guaranteed Rate Field,Kansas City Royals,Chicago White Sox,9,2,0,1,17
2023-09-12,PNC Park,Pittsburgh Pirates,Washington Nationals,7,3,0,1,17
2023-09-12,PNC Park,Washington Nationals,Pittsburgh Pirates,4,2,0,0,8
2023-09-12,Oriole Park at Camden Yards,Baltimore Orioles,St. Louis Cardinals,6,3,0,0,12
2023-09-12,Oriole Park at Camden Yards,St. Louis Cardinals,Baltimore Orioles,6,0,0,3,18
2023-09-12,Comerica Park,Detroit Tigers,Cincinnati Reds,6,2,0,1,14
2023-09-12,Comerica Park,Cincinnati Reds,Detroit Tigers,7,2,0,0,11
2023-09-12,Citizens Bank Park,Philadelphia Phillies,Atlanta Braves,7,1,0,4,25
2023-09-12,Citizens Bank Park,Atlanta Braves,Philadelphia Phillies,6,1,0,3,20
2023-09-12,Rogers Centre,Toronto Blue Jays,Texas Rangers,2,4,0,1,14
2023-09-12,Rogers Centre,Texas Rangers,Toronto Blue Jays,4,4,0,1,16
2023-09-12,Citi Field,New York Mets,Arizona Diamondbacks,6,3,1,3,27
2023-09-12,Citi Field,Arizona Diamondbacks,New York Mets,5,0,1,0,8
2023-09-12,Target Field,Minnesota Twins,Tampa Bay Rays,3,1,0,2,13
2023-09-12,Target Field,Tampa Bay Rays,Minnesota Twins,4,1,0,1,10
2023-09-12,American Family Field,Milwaukee Brewers,Miami Marlins,3,1,0,1,9
2023-09-12,American Family Field,Miami Marlins,Milwaukee Brewers,1,0,0,1,5
